text,label,source
fyi forwarded by mary solmonson hou ect on 10 31 2000 01 29 pm robert fenton stone 10 30 2000 08 20 am to jane spiteri lon ect ect niamh o regan lon ect ect michael heap lon ect ect odile facih lon ect ect richard j black lon ect ect david port market risk corp enron enron neil tarling lon ect ect mark jones lon ect ect beth apollo lon ect ect naomi connell lon ect ect john s parker lon ect ect mark wright lon ect ect iain greig corp enron enron robert campbell lon ect ect richard samuel lon ect ect richard burchfield hou ect ect tom o moore na enron enron david rae lon ect ect mary solmonson hou ect ect jonathan bond lon ect ect peter griffiths lon ect ect maya beyhum lon ect ect rashpal bhatti lon ect ect richard cross lon ect ect brett lawford lon ect ect phoebe bradford lon ect ect esther demetz lon ect ect stephen wood lon ect ect mary thambiah lon ect ect gillian thornburrow lon ect ect sheila foo lon ect ect cc subject progress on daily trading ledger note from john paskin and mike jordan fyi update on dtl highlight we have decided to pause development work on the dtl application forwarded by robert fenton stone lon ect on 30 10 2000 14 17 mike jordan 30 10 2000 09 29 to ect european middle office richard sage lon ect ect moira robertson lon ect ect tani nath lon ect ect fernley dyson lon ect ect john paskin lon ect ect mark pickering lon ect ect beth perlman hou ect ect richard payne lon ect ect cindy horn hou ect ect kevin sweeney hou ect ect ect london strategic initiatives phil yoxall lon ect ect ingrid petri lon ect ect richard samuel lon ect ect nick dawson lon ect ect barry simon lon ect ect steve whitaker lon ect ect cc subject progress on daily trading ledger note from john paskin and mike jordan uat on phase 1 of this application development has identified previously unforeseen technical and functional requirements issues consequently a comprehensive re specification and re planning exercise for dtl has been completed such as to give a much later implementation timetable given the immediate and absolute need to implement the more significant of the control and efficiency improvements identified in this project along with the competing demands for existing it development resource we have decided to pause development work on the dtl application specifically apply business analysis resources on the full redesign and documentation of ledger control and reporting processes complete the process changes within the trade accounting area that have been on going for the last 6 months reassign it resources to the enlighten and envoice projects reassess the timetable for the delivery of the residual dtl control and efficiency improvements by re preforming the business case for the dtl application following the completion of the above identified work please feel free to discuss any of the above issues with us regards john mike,legitimate,enron
great idea to run this by louise she ususally has some good ideas on how things should look and feel online i would love to see it too thanks sally from beth apollo enron enronxgate on 04 04 2001 03 32 pm to sally beck hou ect ect cc subject re update for executive report viewer project sally it is on the list as a medium priority and we can discuss more on monday i would not say that the system is totally done it is in user testing chris and crew are testing it and i will be getting a demo in the next week or two it has not been rolled out to the user community i am also going to challenge them to think about whether there are any more quick cosmetic things that we could do with out much more time or cost do you want to have a look before it rolls out also i thought maybe giving a preview to louise would be good since she looks at the report pretty regularly and is a big fan of automation beth original message from beck sally sent wednesday april 04 2001 1 40 pm to beth apollo hou ect enron subject update for executive report viewer project is this on vanessa s update list are users happy with the results forwarded by sally beck hou ect on 04 04 2001 01 39 pm from zhiyong wei enron enronxgate on 04 04 2001 01 07 pm to sally beck hou ect ect cc subject update for executive report viewer project sally i just want to give you an update on the executive report viewer project in case you are not aware of the status the development of the erv project has been completed and delivered on schedule the feedback from the demo was very positive the application has been handed over for user acceptance test thanks zhiyong,legitimate,enron
hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you,legitimate,UCI_SMS
tddnewsletter emc1 co uk more games from thedailydraw dear helen dozens of free games with great prizeswith,phishing,UCI_SMS
i m really not up to it still tonight babe,legitimate,UCI_SMS
urgent call 09066350750 from your landline your complimentary 4 ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18,phishing,UCI_SMS
we have new local dates in your area lots of new people registered in your area reply date to start now 18 only www flirtparty us replys150,phishing,UCI_SMS
themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to 82468,phishing,UCI_SMS
yeah he got in at 2 and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till 2 but we won t go there not doing too badly cheers you,legitimate,UCI_SMS
last chance 2 claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 3 00 sub 16 remove txt x or stop,phishing,UCI_SMS
u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094599,phishing,UCI_SMS
free entry into our 250 weekly comp just send the word enter to 84128 now 18 t c www textcomp com cust care 08712405020,phishing,UCI_SMS
ur tonexs subscription has been renewed and you have been charged 4 50 you can choose 10 more polys this month www clubzed co uk billing msg,phishing,UCI_SMS
thats cool i am a gentleman and will treat you with dignity and respect,legitimate,UCI_SMS
yo guess what i just dropped,legitimate,UCI_SMS
fantasy football is back on your tv go to sky gamestar on sky active and play 250k dream team scoring starts on saturday so register now sky opt out to 88088,phishing,UCI_SMS
to review and keep the fantastic nokia n gage game deck with club nokia go 2 www cnupdates com newsletter unsubscribe from alerts reply with the word out,phishing,UCI_SMS
not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx,phishing,UCI_SMS
jesus armand really is trying to tell everybody he can find,legitimate,UCI_SMS
i took the executive influence and impact program in may 1999 and also took the follow up communications program in 2000 is this another program that you are contacting me about or would enron like for us to repeat the program hopefully hr records indicate that i completed the two programs in 1999 and 2000 just let me know if i need to sign up for anything sally from ryan seleznov enron enronxgate on 03 08 2001 02 26 pm to sally beck hou ect ect cc subject executive impact and influence program enrollment sally attached is participant information and an enrollment form for the program please let me know when you would like to attend and i would be happy to make sure you get a convenient date sessions will be held in houston on the following dates may 14 15 september 11 12 november 6 7 thanks and let me know if you need any additional information ryan,legitimate,enron
